"adap-org/9806002","Bronius Kaulakys","B. Kaulakys and T. Meskauskas","On the 1/f fluctuations in the nonlinear systems affected by noise",,"Noise in Physical Systems and 1/f Fluctuations. Proc. 14th Intern.
  Conf., Ed. C. Claeys and E. Simoen, World Scientific, 1997, p. 126-129",,,"adap-org nlin.AO",,"  We investigate a problem of the necessary and sufficient conditions for
appearance of the 1/f fluctuations in the simple systems affected by the
external random perturbations, i.e. the power spectral density of the flux of
particles moving in some contours and perturbed by the external forces. In some
cases we observe the 1/f behavior but only in some range of frequencies and
parameters of the systems.
","[{""version"":""v1"",""created"":""Fri, 5 Jun 1998 09:39:47 GMT""}]","2007-05-23"
"astro-ph/9806076","Christopher Gill","C.D. Gill & T.J. O'Brien (Liverpool John Moores University)","Deep optical imaging of nova remnants II. A southern-sky sample","Accepted for publication by MNRAS",,"10.1046/j.1365-8711.1998.01899.x",,"astro-ph",,"  We present an optical imaging study of 20 southern-sky nova remnants which
has resulted in the discovery of four previously unknown nova shells -- V842
Cen, RR Cha, DY Pup and HS Pup. The study has also revealed previously
unobserved features in three other known shells -- those of BT Mon, CP Pup and
RR Pic. The images of BT Mon, V842 Cen, RR Cha, DY Pup and HS Pup have been
processed using several deconvolution algorithms (Richardson-Lucy, maximum
entropy and clean) in addition to straightforward point-source subtraction in
an attempt to resolve the shells from the central stars. The use of four
different methods enables us to make a qualitative judgement of the results.
Notably, the shell of RR Pic displays tails extending outwards from clumps in
the main ejecta similar to those previously detected in DQ Her.
","[{""version"":""v1"",""created"":""Thu, 4 Jun 1998 16:07:13 GMT""}]","2009-10-30"
"astro-ph/9806077",,"A. Franceschini, L. Silva, G. Fasano, G.L. Granato, A. Bressan, S.
  Arnouts, L. Danese","Early-Type Galaxies in the Hubble Deep Field: The Star Formation History","54 pages, Latex, 25 figures, to appear in ""The Astrophysical Journal""
  October 20, 1998, Vol. 506 #2",,"10.1086/306287",,"astro-ph",,"  We have investigated the properties of a complete K-band selected sample of
35 elliptical and S0 galaxies brighter than K=20.15 in the Hubble Deep Field,
as representative of the field galaxy population. This sample has been derived
from deep K-band image by the KPNO-IRIM camera, by applying a rigorous
morphological classification scheme based on quantitative analyses of the
surface brightness profiles. The broad-band spectra of the sample galaxies
allow us to date their dominant stellar populations. The majority of bright
early-types in this field are found at redshifts z<1.3 to display colors
indicative of a fairly wide range of ages (typically 1.5 to 3 Gyrs). We find
that the major episodes of star-formation building up typical M_star galaxies
have taken place during a wide redshift interval 1<z<4 for q_0=0.5, which
becomes 1<z<3 for q_0=0.15. Our estimated galactic masses, for a Salpeter IMF,
are found in the range from a few billion to a few 10^{11} solar masses already
at z=1. So the bright end of the E/S0 population is mostly in place by that
cosmic epoch, with space densities, masses and luminosities consistent with
those of the local field E/S0 population. What distinguishes the present sample
is a remarkable absence of objects at z>1.3, which should be detectable during
the luminous star-formation phase expected to happen at these redshifts.
Obvious solutions are a) that the merging events imply perturbed morphologies
which prevent selecting them by our morphological classification filter, or b)
that a dust-polluted ISM obscures the (either continuous or episodic) events of
star-formation. We conclude that the likely solution is a combination thereof,
i.e. a set of dust-enshrouded merging-driven starbursts occurring during the
first few Gyrs of the galaxy's lifetime.
","[{""version"":""v1"",""created"":""Thu, 4 Jun 1998 16:11:51 GMT""}]","2009-10-30"
"astro-ph/9806078","Frank C. van den Bosch","Cecilia Scorza (Landessternwarte, Heidelberg) and Frank C. van den
  Bosch (University of Washington)","Nuclear stellar discs in early-type galaxies --- II. Photometric
  properties","9 pages (TeX) with 7 figures (postscript). Accepted for publication
  in MNRAS",,"10.1046/j.1365-8711.1998.01922.x",,"astro-ph",,"  Hubble Space Telescope images of two early-type galaxies harboring both
nuclear and outer stellar discs are studied in detail. By means of a
photometric decomposition, the images of NGC 4342 and NGC 4570 are analyzed and
the photometric properties of the nuclear discs investigated. We find a
continuity of properties in the parameter space defined by the central surface
brightness and the scalelength of discs in spirals, S0s and embedded discs in
ellipticals, in the sense that the nuclear discs extend the observed disc
properties even further towards smaller scalelengths and brighter central
surface brightnesses. When including the nuclear discs, disc properties span
more than four orders of magnitude in both scalelength and central surface
brightness. The nuclear discs studied here are the smallest and brightest
stellar discs known, and as such, they are as extreme in their photometric
properties as Malin I, when compared to typical galactic discs that obey
Freeman's law. We discuss a possible formation scenario in which the
double-disc structure observed in these galaxies has been shaped by now
dissolved bars. Based on the fact that the black holes known to exist in some
of these galaxies have masses comparable to those of the nuclear discs, we
explore a possible link between the black holes and the nuclear discs.
","[{""version"":""v1"",""created"":""Thu, 4 Jun 1998 18:35:40 GMT""}]","2009-10-30"
"astro-ph/9806079","Mark Lacy","Mark Lacy (1), Steve Rawlings (1) and Stephen Serjeant (2) ((1) Oxford
  University (2) Imperial College, London)","IRAS F10214+4724: the inner 100pc","13 pages, 5 figures. Accepted by MNRAS",,"10.1046/j.1365-8711.1998.01880.x",,"astro-ph",,"  We use new near-infrared spectroscopy and our published optical spectroscopy
of the gravitationally-lensed Seyfert-2 galaxy F10214+4724 to study both the
links between the starburst and AGN in this object and the properties of the
inner narrow-line clouds. The UV spectrum is consistent with a compact,
moderately- reddened starburst providing about half the UV light. Spectroscopy
of the Halpha /[NII] line blend has enabled us to distinguish emission from the
narrow-line region of the Seyfert-2 and a moderately-reddened emission line
region which we argue is associated with the starburst. Estimates of the star
formation rate from the UV continuum flux and the Halpha flux are broadly
consistent. We can explain the unusual emission line properties of F10214+4724
in terms of conventional models for nearby Seyfert-2 galaxies if lensing is
preferentially magnifying the side of the inner narrow-line region between the
AGN and the observer, and the other side is both less magnified and partially
obscured by the torus. The hydrogen densities of clouds in this region are high
enough to make the Balmer lines optically thick and to suppress forbidden
emission lines with low critical densities. We have deduced the column density
of both ionised and neutral gas in the narrow-line clouds, and the density of
the ionised gas. Using these we have been able to estimate the mass of the
inner narrow-line clouds to be ~ 1 solar mass, and show that the gas:dust ratio
NH/E(B-V) in these clouds must be ~1.3x10^{27}m^{-2}mag^{-1}, significantly
higher than in the Milky Way. The cloud properties are consistent with the
those of the warm absorbers seen in the X-ray spectra of Seyfert-1 galaxies.
Our results favour models in which narrow-line clouds start close to the
nucleus and flow out.
","[{""version"":""v1"",""created"":""Thu, 4 Jun 1998 21:23:38 GMT""}]","2009-10-30"
"astro-ph/9806080","Asantha R. Cooray","Asantha R. Cooray, Jean M. Quashnock, M. Coleman Miller (University of
  Chicago)","A Lower Limit on Omega-Lambda Using Gravitational Lensing in the Hubble
  Deep Field","18 pages, 3 figures and 2 tables. Final proof version, to appear in
  The Astrophysical Journal, Vol 511, February 1, 1999","Astrophys.J. 511 (1999) 562","10.1086/306713",,"astro-ph",,"  We calculate the expected number of multiply-imaged galaxies in the Hubble
Deep Field (HDF), using photometric redshift information for galaxies with $m_I
< 27$ that were detected in all four HDF passbands. A comparison of these
expectations with the observed number of strongly lensed galaxies places a
lower limit on the current value of $\Omega_m-\Omega_{\Lambda}$, where
$\Omega_m$ is the cosmological mass density of the universe and
$\Omega_\Lambda$ is the normalized cosmological constant. Based on current
estimates of the HDF luminosity function and associated uncertainties in
individual parameters, our 95% confidence lower limit on
$\Omega_m-\Omega_{\Lambda}$ is between -0.44, if there are no strongly lensed
galaxies in the HDF, and -0.73, if there are two strongly lensed galaxies in
the HDF. If the only lensed galaxy in the HDF is the one presently viable
candidate, then, in a flat universe ($\Omega_m+\Omega_\Lambda=1$),
$\Omega_{\Lambda} < 0.79$ (95% C.L.). These lower limits are compatible with
estimates based on high-redshift supernovae and with previous limits based on
gravitational lensing.
","[{""version"":""v1"",""created"":""Thu, 4 Jun 1998 23:07:29 GMT""},{""version"":""v2"",""created"":""Wed, 9 Sep 1998 20:59:12 GMT""},{""version"":""v3"",""created"":""Sat, 5 Dec 1998 03:19:11 GMT""}]","2009-10-30"
"astro-ph/9806081","Frank Grundahl","Frank Grundahl, Don A. VandenBerg, Michael I. Andersen","Stromgren Photometry of Globular Clusters: The Distance and Age of M13,
  Evidence For Two Populations of Horizontal-Branch Stars","14 pages, including two encapsulated postscript figures. Accepted for
  publication in ApJL, Uses aasms4.sty",,"10.1086/311419",,"astro-ph",,"  We present deep CCD photometry of the globular cluster M13 (NGC 6205) in the
Stromgren uvby-Beta system, and determine a foreground reddening of E(b-y)=
0.015mag. From a fit to the main-sequence of metal-poor subdwarfs with
Hipparcos parallaxes, we derive (m-M)_0=14.38 +- 0.10 which implies an age near
12 Gyr assuming [Fe/H]=-1.61 and [Alpha/Fe]=0.3. The distance independent
((b-y)_0, c_0) diagram indicates that M13 and metal-poor field subdwarfs of
similar metallicity must be coeval to within +-1 Gyr. In addition, we find
that, at any given (b-y)_0 color, there is a large spread in the c_0 index for
M13 red-giant branch (RGB) stars. We suspect that this scatter, which extends
at least as faint as the base of the RGB, is most likely due to star-to-star
variations in the atmospheric abundances of the CNO elements. We also note the
existence of what appears to be two separate stellar populations on the HB of
M13. Among other possibilities, it could arise as the result of differences in
the extent to which deep mixing occurs in the precursor red giants.
","[{""version"":""v1"",""created"":""Thu, 4 Jun 1998 22:46:13 GMT""}]","2009-10-30"
"astro-ph/9806082","Daniel Reichart","Daniel E. Reichart (1), Donald Q. Lamb (1), Mark R. Metzger (2), Jean
  M. Quashnock (1), David M. Cole (1), Francisco J. Castander (1), Sylvio Klose
  (3), James E. Rhoads (4), Andrew S. Fruchter (5), Asantha R. Cooray (1),
  Daniel E. Vanden Berk (6) ((1) University of Chicago (2) California Institute
  of Technology, (3) Thuringer Landessternwarte Tautenburg, (4) Kitt Peak
  National Observatory, (5) Space Telescope Science Institute, (6) University
  of Texas)","Optical and Near Infrared Observations of the Afterglow of GRB 980329
  from 15 Hours to 10 Days","Accepted to The Astrophysical Journal, 18 pages, LaTeX",,"10.1086/307210",,"astro-ph",,"  We report I-band observations of the GRB 980329 field made on March 29 with
the 1.34-m Tautenberg Schmidt telescope, R-, J- and K-band observations made on
April 1 with the APO 3.5-m telescope, R- and I-band observations made on April
3 with the Mayall 4-m telescope at KPNO, and J- and K-band observations made
between April 6 - 8 with the Keck-I 10-m telescope. We show that these and
other reported measurements are consistent with a power-law fading of the
optical/near infrared source that is coincident with the variable radio source
VLA J0702+3850. This firmly establishes that this source is the afterglow of
GRB 980329.
","[{""version"":""v1"",""created"":""Thu, 4 Jun 1998 23:25:46 GMT""},{""version"":""v2"",""created"":""Fri, 8 Jan 1999 23:30:34 GMT""}]","2009-10-30"
"astro-ph/9806083","Daniela Calzetti","Daniela Calzetti (Space Telescope Science Institute)","Dust in Star-Forming Galaxies","Latex, 3 encapsulated postscript Figures, uses moriond.sty special
  macro. Invited review at the XXXIIIrd Recontres de Moriond on Dwarf Galaxies
  and Cosmology, held in Les Arcs, France, March 14-21, 1998. Proceedings
  Editors: T.X. Thuan, C. Balkowski, V. Cayatte, and J. Tran Thanh Van",,,,"astro-ph",,"  I review the effects of dust obscuration in galaxies at both low and high
redshifts, and briefly discuss a method to remove dust reddening from the
emerging light of star-forming galaxies. I also analyze the evolution of the
dust opacity in galaxies as a function of redshift, and discuss its effect on
the observed UV-optical light. The quantitative corrections for dust
obscuration given here allow one to recover the intrinsic value of the global
star formation at different cosmological times.
","[{""version"":""v1"",""created"":""Thu, 4 Jun 1998 23:46:03 GMT""}]","2007-05-23"
"astro-ph/9806084",,"Elisabeth Vangioni-Flam, Reuven Ramaty, Keith A. Olive, and Michel
  Cass\'e","Testing the Primary Origin of Be and B in the Early Galaxy","14 pages, latex, 4 ps figures",,,"UMN-TH-1706/98","astro-ph",,"  Two types of models have been proposed to explain the linear rise of the Be
and B abundances as a function of iron observed in metal poor halo stars. In
both cases, this linearity indicates that freshly synthesized C and O are
accelerated by Type II supernovae and subsequently fragmented into Be and B.
One mechanism advocates shock acceleration in the gaseous phase of superbubbles
excavated by collective SNII explosions. Because of their short lifetimes, only
the most massive stars (with an initial mass greater than 60\msun) do not drift
out of superbubbles, and participate in BeB production. The second mechanism is
based on the acceleration of the debris of grains formed in the ejecta of all
SNIIs (originating from stars with initial mass greater than 8\msun). Here
again, fresh C and O are sped up to cosmic ray energies by shocks. We propose a
possible test to discriminate between the two scenarios. If supernovae of all
masses are involved in BeB production, the Be/Fe ratio is constant, since both
elements are produced in the same events. Alternatively, when only the most
massive stars are involved in Be production, Be/Fe is enhanced at very early
times because of the shorter lifetimes of these stars. This predicted
difference in the behavior of Be/Fe could be tested by high quality
observations at [Fe/H] $\lsim -3$. We also note that the solution invoking only
the most massive supernovae mimics a flat evolution of both Be/H and B/H as a
function of Fe/H at low metallicity, and could thus resemble a ""plateau"" for
these elements despite a lack of a primordial Big Bang nucleosynthesis origin.
Consequently, there may be no need to invoke inhomogeneous Big Bang models to
explain the initial production of BeB should a plateau be discovered.
","[{""version"":""v1"",""created"":""Fri, 5 Jun 1998 04:27:02 GMT""}]","2007-05-23"
